completed,chosen_card,timestamp,alternatives,answer_card,page,button,correct,index,prompt,radio_button_chosen
10,"None",1537569010,"[ ""static/59/rc_vocab_59_59.png"", ""static/45/rc_vocab_45_45.png"", ""static/70/rc_vocab_70_33.png"", ""static/20/rc_vocab_20_29.png"" ]","static/59/rc_vocab_59_59.png","Quiz","Next",10,10,"static/59/rc_vocab_59_58.png","None"
10,"static/59/rc_vocab_59_59.png",1537569018,"[ ""static/59/rc_vocab_59_59.png"", ""static/45/rc_vocab_45_45.png"", ""static/70/rc_vocab_70_33.png"", ""static/20/rc_vocab_20_29.png"" ]","static/59/rc_vocab_59_59.png","Quiz","Submit",11,10,"static/59/rc_vocab_59_58.png",0
11,"None",1537569019,"[ ""static/51/rc_vocab_51_27.png"", ""static/59/rc_vocab_59_13.png"", ""static/35/rc_vocab_35_41.png"", ""static/60/rc_vocab_60_7.png"" ]","static/59/rc_vocab_59_13.png","Quiz","Next",11,11,"static/59/rc_vocab_59_12.png","None"
11,"static/59/rc_vocab_59_13.png",1537569025,"[ ""static/51/rc_vocab_51_27.png"", ""static/59/rc_vocab_59_13.png"", ""static/35/rc_vocab_35_41.png"", ""static/60/rc_vocab_60_7.png"" ]","static/59/rc_vocab_59_13.png","Quiz","Submit",12,11,"static/59/rc_vocab_59_12.png",1
12,"None",1537569026,"[ ""static/45/rc_vocab_45_15.png"", ""static/25/rc_vocab_25_9.png"", ""static/59/rc_vocab_59_51.png"", ""static/56/rc_vocab_56_17.png"" ]","static/59/rc_vocab_59_51.png","Quiz","Next",12,12,"static/59/rc_vocab_59_50.png","None"
12,"static/59/rc_vocab_59_51.png",1537569031,"[ ""static/45/rc_vocab_45_15.png"", ""static/25/rc_vocab_25_9.png"", ""static/59/rc_vocab_59_51.png"", ""static/56/rc_vocab_56_17.png"" ]","static/59/rc_vocab_59_51.png","Quiz","Submit",13,12,"static/59/rc_vocab_59_50.png",2
13,"None",1537569037,"[ ""static/61/rc_vocab_61_63.png"", ""static/59/rc_vocab_59_33.png"", ""static/18/rc_vocab_18_21.png"", ""static/74/rc_vocab_74_105.png"" ]","static/59/rc_vocab_59_33.png","Quiz","Next",13,13,"static/59/rc_vocab_59_32.png","None"
13,"static/59/rc_vocab_59_33.png",1537569041,"[ ""static/61/rc_vocab_61_63.png"", ""static/59/rc_vocab_59_33.png"", ""static/18/rc_vocab_18_21.png"", ""static/74/rc_vocab_74_105.png"" ]","static/59/rc_vocab_59_33.png","Quiz","Submit",14,13,"static/59/rc_vocab_59_32.png",1
14,"None",1537569043,"[ ""static/59/rc_vocab_59_57.png"", ""static/62/rc_vocab_62_17.png"", ""static/4/rc_vocab_4_49.png"", ""static/32/rc_vocab_32_33.png"" ]","static/59/rc_vocab_59_57.png","Quiz","Next",14,14,"static/59/rc_vocab_59_56.png","None"
14,"static/59/rc_vocab_59_57.png",1537569048,"[ ""static/59/rc_vocab_59_57.png"", ""static/62/rc_vocab_62_17.png"", ""static/4/rc_vocab_4_49.png"", ""static/32/rc_vocab_32_33.png"" ]","static/59/rc_vocab_59_57.png","Quiz","Submit",15,14,"static/59/rc_vocab_59_56.png",0
15,"None",1537569050,"[ ""static/59/rc_vocab_59_63.png"", ""static/29/rc_vocab_29_5.png"", ""static/50/rc_vocab_50_9.png"", ""static/68/rc_vocab_68_21.png"" ]","static/59/rc_vocab_59_63.png","Quiz","Next",15,15,"static/59/rc_vocab_59_62.png","None"
15,"static/59/rc_vocab_59_63.png",1537569055,"[ ""static/59/rc_vocab_59_63.png"", ""static/29/rc_vocab_29_5.png"", ""static/50/rc_vocab_50_9.png"", ""static/68/rc_vocab_68_21.png"" ]","static/59/rc_vocab_59_63.png","Quiz","Submit",16,15,"static/59/rc_vocab_59_62.png",0
16,"None",1537569056,"[ ""static/59/rc_vocab_59_17.png"", ""static/32/rc_vocab_32_3.png"", ""static/49/rc_vocab_49_7.png"", ""static/48/rc_vocab_48_3.png"" ]","static/59/rc_vocab_59_17.png","Quiz","Next",16,16,"static/59/rc_vocab_59_16.png","None"
16,"static/59/rc_vocab_59_17.png",1537569060,"[ ""static/59/rc_vocab_59_17.png"", ""static/32/rc_vocab_32_3.png"", ""static/49/rc_vocab_49_7.png"", ""static/48/rc_vocab_48_3.png"" ]","static/59/rc_vocab_59_17.png","Quiz","Submit",17,16,"static/59/rc_vocab_59_16.png",0
17,"None",1537569062,"[ ""static/36/rc_vocab_36_17.png"", ""static/31/rc_vocab_31_3.png"", ""static/59/rc_vocab_59_41.png"", ""static/15/rc_vocab_15_23.png"" ]","static/59/rc_vocab_59_41.png","Quiz","Next",17,17,"static/59/rc_vocab_59_40.png","None"
17,"static/59/rc_vocab_59_41.png",1537569068,"[ ""static/36/rc_vocab_36_17.png"", ""static/31/rc_vocab_31_3.png"", ""static/59/rc_vocab_59_41.png"", ""static/15/rc_vocab_15_23.png"" ]","static/59/rc_vocab_59_41.png","Quiz","Submit",18,17,"static/59/rc_vocab_59_40.png",2
18,"None",1537569069,"[ ""static/54/rc_vocab_54_17.png"", ""static/59/rc_vocab_59_43.png"", ""static/49/rc_vocab_49_21.png"", ""static/51/rc_vocab_51_21.png"" ]","static/59/rc_vocab_59_43.png","Quiz","Next",18,18,"static/59/rc_vocab_59_42.png","None"
18,"static/59/rc_vocab_59_43.png",1537569073,"[ ""static/54/rc_vocab_54_17.png"", ""static/59/rc_vocab_59_43.png"", ""static/49/rc_vocab_49_21.png"", ""static/51/rc_vocab_51_21.png"" ]","static/59/rc_vocab_59_43.png","Quiz","Submit",19,18,"static/59/rc_vocab_59_42.png",1
19,"None",1537569075,"[ ""static/59/rc_vocab_59_99.png"", ""static/46/rc_vocab_46_49.png"", ""static/52/rc_vocab_52_1.png"", ""static/67/rc_vocab_67_69.png"" ]","static/59/rc_vocab_59_99.png","Quiz","Next",19,19,"static/59/rc_vocab_59_98.png","None"
19,"static/59/rc_vocab_59_99.png",1537569084,"[ ""static/59/rc_vocab_59_99.png"", ""static/46/rc_vocab_46_49.png"", ""static/52/rc_vocab_52_1.png"", ""static/67/rc_vocab_67_69.png"" ]","static/59/rc_vocab_59_99.png","Quiz","Submit",20,19,"static/59/rc_vocab_59_98.png",0
20,"None",1537569085,"[ ""static/30/rc_vocab_30_27.png"", ""static/59/rc_vocab_59_89.png"", ""static/25/rc_vocab_25_15.png"", ""static/32/rc_vocab_32_7.png"" ]","static/59/rc_vocab_59_89.png","Quiz","Next",20,20,"static/59/rc_vocab_59_88.png","None"
20,"static/59/rc_vocab_59_89.png",1537569093,"[ ""static/30/rc_vocab_30_27.png"", ""static/59/rc_vocab_59_89.png"", ""static/25/rc_vocab_25_15.png"", ""static/32/rc_vocab_32_7.png"" ]","static/59/rc_vocab_59_89.png","Quiz","Submit",21,20,"static/59/rc_vocab_59_88.png",1
21,"None",1537569095,"[ ""static/4/rc_vocab_4_21.png"", ""static/59/rc_vocab_59_97.png"", ""static/5/rc_vocab_5_5.png"", ""static/52/rc_vocab_52_19.png"" ]","static/59/rc_vocab_59_97.png","Quiz","Next",21,21,"static/59/rc_vocab_59_96.png","None"
21,"static/59/rc_vocab_59_97.png",1537569100,"[ ""static/4/rc_vocab_4_21.png"", ""static/59/rc_vocab_59_97.png"", ""static/5/rc_vocab_5_5.png"", ""static/52/rc_vocab_52_19.png"" ]","static/59/rc_vocab_59_97.png","Quiz","Submit",22,21,"static/59/rc_vocab_59_96.png",1
22,"None",1537569102,"[ ""static/45/rc_vocab_45_37.png"", ""static/59/rc_vocab_59_19.png"", ""static/35/rc_vocab_35_11.png"", ""static/65/rc_vocab_65_59.png"" ]","static/59/rc_vocab_59_19.png","Quiz","Next",22,22,"static/59/rc_vocab_59_18.png","None"
22,"static/59/rc_vocab_59_19.png",1537569108,"[ ""static/45/rc_vocab_45_37.png"", ""static/59/rc_vocab_59_19.png"", ""static/35/rc_vocab_35_11.png"", ""static/65/rc_vocab_65_59.png"" ]","static/59/rc_vocab_59_19.png","Quiz","Submit",23,22,"static/59/rc_vocab_59_18.png",1
23,"None",1537569109,"[ ""static/65/rc_vocab_65_27.png"", ""static/43/rc_vocab_43_39.png"", ""static/59/rc_vocab_59_3.png"", ""static/59/rc_vocab_59_75.png"" ]","static/59/rc_vocab_59_3.png","Quiz","Next",23,23,"static/59/rc_vocab_59_2.png","None"
23,"static/59/rc_vocab_59_3.png",1537569123,"[ ""static/65/rc_vocab_65_27.png"", ""static/43/rc_vocab_43_39.png"", ""static/59/rc_vocab_59_3.png"", ""static/59/rc_vocab_59_75.png"" ]","static/59/rc_vocab_59_3.png","Quiz","Submit",24,23,"static/59/rc_vocab_59_2.png",2
24,"None",1537569124,"[ ""static/39/rc_vocab_39_17.png"", ""static/59/rc_vocab_59_7.png"", ""static/32/rc_vocab_32_25.png"", ""static/39/rc_vocab_39_23.png"" ]","static/59/rc_vocab_59_7.png","Quiz","Next",24,24,"static/59/rc_vocab_59_6.png","None"
24,"static/59/rc_vocab_59_7.png",1537569129,"[ ""static/39/rc_vocab_39_17.png"", ""static/59/rc_vocab_59_7.png"", ""static/32/rc_vocab_32_25.png"", ""static/39/rc_vocab_39_23.png"" ]","static/59/rc_vocab_59_7.png","Quiz","Submit",25,24,"static/59/rc_vocab_59_6.png",1
25,"None",1537569130,"[ ""static/54/rc_vocab_54_15.png"", ""static/14/rc_vocab_14_1.png"", ""static/59/rc_vocab_59_5.png"", ""static/45/rc_vocab_45_7.png"" ]","static/59/rc_vocab_59_5.png","Quiz","Next",25,25,"static/59/rc_vocab_59_4.png","None"
25,"static/59/rc_vocab_59_5.png",1537569137,"[ ""static/54/rc_vocab_54_15.png"", ""static/14/rc_vocab_14_1.png"", ""static/59/rc_vocab_59_5.png"", ""static/45/rc_vocab_45_7.png"" ]","static/59/rc_vocab_59_5.png","Quiz","Submit",26,25,"static/59/rc_vocab_59_4.png",2
26,"None",1537569138,"[ ""static/25/rc_vocab_25_3.png"", ""static/19/rc_vocab_19_39.png"", ""static/46/rc_vocab_46_47.png"", ""static/59/rc_vocab_59_47.png"" ]","static/59/rc_vocab_59_47.png","Quiz","Next",26,26,"static/59/rc_vocab_59_46.png","None"
26,"static/59/rc_vocab_59_47.png",1537569149,"[ ""static/25/rc_vocab_25_3.png"", ""static/19/rc_vocab_19_39.png"", ""static/46/rc_vocab_46_47.png"", ""static/59/rc_vocab_59_47.png"" ]","static/59/rc_vocab_59_47.png","Quiz","Submit",27,26,"static/59/rc_vocab_59_46.png",3
27,"None",1537569149,"[ ""static/73/rc_vocab_73_29.png"", ""static/20/rc_vocab_20_1.png"", ""static/59/rc_vocab_59_75.png"", ""static/47/rc_vocab_47_3.png"" ]","static/59/rc_vocab_59_75.png","Quiz","Next",27,27,"static/59/rc_vocab_59_74.png","None"
27,"static/59/rc_vocab_59_75.png",1537569163,"[ ""static/73/rc_vocab_73_29.png"", ""static/20/rc_vocab_20_1.png"", ""static/59/rc_vocab_59_75.png"", ""static/47/rc_vocab_47_3.png"" ]","static/59/rc_vocab_59_75.png","Quiz","Submit",28,27,"static/59/rc_vocab_59_74.png",2
28,"None",1537569164,"[ ""static/11/rc_vocab_11_11.png"", ""static/59/rc_vocab_59_65.png"", ""static/48/rc_vocab_48_31.png"", ""static/16/rc_vocab_16_37.png"" ]","static/59/rc_vocab_59_65.png","Quiz","Next",28,28,"static/59/rc_vocab_59_64.png","None"
28,"static/59/rc_vocab_59_65.png",1537569172,"[ ""static/11/rc_vocab_11_11.png"", ""static/59/rc_vocab_59_65.png"", ""static/48/rc_vocab_48_31.png"", ""static/16/rc_vocab_16_37.png"" ]","static/59/rc_vocab_59_65.png","Quiz","Submit",29,28,"static/59/rc_vocab_59_64.png",1
29,"None",1537569173,"[ ""static/59/rc_vocab_59_27.png"", ""static/20/rc_vocab_20_11.png"", ""static/49/rc_vocab_49_27.png"", ""static/33/rc_vocab_33_11.png"" ]","static/59/rc_vocab_59_27.png","Quiz","Next",29,29,"static/59/rc_vocab_59_26.png","None"
29,"static/59/rc_vocab_59_27.png",1537569177,"[ ""static/59/rc_vocab_59_27.png"", ""static/20/rc_vocab_20_11.png"", ""static/49/rc_vocab_49_27.png"", ""static/33/rc_vocab_33_11.png"" ]","static/59/rc_vocab_59_27.png","Quiz","Submit",30,29,"static/59/rc_vocab_59_26.png",0
30,"None",1537569178,"[ ""static/40/rc_vocab_40_3.png"", ""static/59/rc_vocab_59_25.png"", ""static/24/rc_vocab_24_17.png"", ""static/70/rc_vocab_70_47.png"" ]","static/59/rc_vocab_59_25.png","Quiz","Next",30,30,"static/59/rc_vocab_59_24.png","None"
30,"static/59/rc_vocab_59_25.png",1537569183,"[ ""static/40/rc_vocab_40_3.png"", ""static/59/rc_vocab_59_25.png"", ""static/24/rc_vocab_24_17.png"", ""static/70/rc_vocab_70_47.png"" ]","static/59/rc_vocab_59_25.png","Quiz","Submit",31,30,"static/59/rc_vocab_59_24.png",1
31,"None",1537569185,"[ ""static/50/rc_vocab_50_11.png"", ""static/59/rc_vocab_59_15.png"", ""static/46/rc_vocab_46_43.png"", ""static/28/rc_vocab_28_9.png"" ]","static/59/rc_vocab_59_15.png","Quiz","Next",31,31,"static/59/rc_vocab_59_14.png","None"
31,"static/59/rc_vocab_59_15.png",1537569198,"[ ""static/50/rc_vocab_50_11.png"", ""static/59/rc_vocab_59_15.png"", ""static/46/rc_vocab_46_43.png"", ""static/28/rc_vocab_28_9.png"" ]","static/59/rc_vocab_59_15.png","Quiz","Submit",32,31,"static/59/rc_vocab_59_14.png",1
32,"None",1537569202,"[ ""static/59/rc_vocab_59_79.png"", ""static/20/rc_vocab_20_13.png"", ""static/70/rc_vocab_70_57.png"", ""static/42/rc_vocab_42_47.png"" ]","static/59/rc_vocab_59_79.png","Quiz","Next",32,32,"static/59/rc_vocab_59_78.png","None"
32,"static/59/rc_vocab_59_79.png",1537569207,"[ ""static/59/rc_vocab_59_79.png"", ""static/20/rc_vocab_20_13.png"", ""static/70/rc_vocab_70_57.png"", ""static/42/rc_vocab_42_47.png"" ]","static/59/rc_vocab_59_79.png","Quiz","Submit",33,32,"static/59/rc_vocab_59_78.png",0
33,"None",1537569208,"[ ""static/25/rc_vocab_25_29.png"", ""static/59/rc_vocab_59_77.png"", ""static/26/rc_vocab_26_7.png"", ""static/55/rc_vocab_55_7.png"" ]","static/59/rc_vocab_59_77.png","Quiz","Next",33,33,"static/59/rc_vocab_59_76.png","None"
33,"static/59/rc_vocab_59_77.png",1537569214,"[ ""static/25/rc_vocab_25_29.png"", ""static/59/rc_vocab_59_77.png"", ""static/26/rc_vocab_26_7.png"", ""static/55/rc_vocab_55_7.png"" ]","static/59/rc_vocab_59_77.png","Quiz","Submit",34,33,"static/59/rc_vocab_59_76.png",1
34,"None",1537569215,"[ ""static/61/rc_vocab_61_83.png"", ""static/51/rc_vocab_51_5.png"", ""static/59/rc_vocab_59_67.png"", ""static/37/rc_vocab_37_7.png"" ]","static/59/rc_vocab_59_67.png","Quiz","Next",34,34,"static/59/rc_vocab_59_66.png","None"
34,"static/59/rc_vocab_59_67.png",1537569228,"[ ""static/61/rc_vocab_61_83.png"", ""static/51/rc_vocab_51_5.png"", ""static/59/rc_vocab_59_67.png"", ""static/37/rc_vocab_37_7.png"" ]","static/59/rc_vocab_59_67.png","Quiz","Submit",35,34,"static/59/rc_vocab_59_66.png",2
35,"None",1537569229,"[ ""static/14/rc_vocab_14_31.png"", ""static/59/rc_vocab_59_31.png"", ""static/62/rc_vocab_62_83.png"", ""static/72/rc_vocab_72_99.png"" ]","static/59/rc_vocab_59_31.png","Quiz","Next",35,35,"static/59/rc_vocab_59_30.png","None"
35,"static/59/rc_vocab_59_31.png",1537569236,"[ ""static/14/rc_vocab_14_31.png"", ""static/59/rc_vocab_59_31.png"", ""static/62/rc_vocab_62_83.png"", ""static/72/rc_vocab_72_99.png"" ]","static/59/rc_vocab_59_31.png","Quiz","Submit",36,35,"static/59/rc_vocab_59_30.png",1
36,"None",1537569237,"[ ""static/71/rc_vocab_71_51.png"", ""static/59/rc_vocab_59_9.png"", ""static/26/rc_vocab_26_29.png"", ""static/66/rc_vocab_66_25.png"" ]","static/59/rc_vocab_59_9.png","Quiz","Next",36,36,"static/59/rc_vocab_59_8.png","None"
36,"static/59/rc_vocab_59_9.png",1537569242,"[ ""static/71/rc_vocab_71_51.png"", ""static/59/rc_vocab_59_9.png"", ""static/26/rc_vocab_26_29.png"", ""static/66/rc_vocab_66_25.png"" ]","static/59/rc_vocab_59_9.png","Quiz","Submit",37,36,"static/59/rc_vocab_59_8.png",1
37,"None",1537569243,"[ ""static/52/rc_vocab_52_43.png"", ""static/38/rc_vocab_38_31.png"", ""static/59/rc_vocab_59_23.png"", ""static/5/rc_vocab_5_37.png"" ]","static/59/rc_vocab_59_23.png","Quiz","Next",37,37,"static/59/rc_vocab_59_22.png","None"
37,"static/59/rc_vocab_59_23.png",1537569258,"[ ""static/52/rc_vocab_52_43.png"", ""static/38/rc_vocab_38_31.png"", ""static/59/rc_vocab_59_23.png"", ""static/5/rc_vocab_5_37.png"" ]","static/59/rc_vocab_59_23.png","Quiz","Submit",38,37,"static/59/rc_vocab_59_22.png",2
38,"None",1537569262,"[ ""static/43/rc_vocab_43_33.png"", ""static/59/rc_vocab_59_85.png"", ""static/55/rc_vocab_55_41.png"", ""static/41/rc_vocab_41_15.png"" ]","static/59/rc_vocab_59_85.png","Quiz","Next",38,38,"static/59/rc_vocab_59_84.png","None"
38,"static/59/rc_vocab_59_85.png",1537569270,"[ ""static/43/rc_vocab_43_33.png"", ""static/59/rc_vocab_59_85.png"", ""static/55/rc_vocab_55_41.png"", ""static/41/rc_vocab_41_15.png"" ]","static/59/rc_vocab_59_85.png","Quiz","Submit",39,38,"static/59/rc_vocab_59_84.png",1
39,"None",1537569272,"[ ""static/18/rc_vocab_18_5.png"", ""static/59/rc_vocab_59_69.png"", ""static/27/rc_vocab_27_9.png"", ""static/31/rc_vocab_31_11.png"" ]","static/59/rc_vocab_59_69.png","Quiz","Next",39,39,"static/59/rc_vocab_59_68.png","None"
39,"static/59/rc_vocab_59_69.png",1537569280,"[ ""static/18/rc_vocab_18_5.png"", ""static/59/rc_vocab_59_69.png"", ""static/27/rc_vocab_27_9.png"", ""static/31/rc_vocab_31_11.png"" ]","static/59/rc_vocab_59_69.png","Quiz","Submit",40,39,"static/59/rc_vocab_59_68.png",1
40,"None",1537569281,"[ ""static/73/rc_vocab_73_113.png"", ""static/46/rc_vocab_46_11.png"", ""static/59/rc_vocab_59_73.png"", ""static/43/rc_vocab_43_7.png"" ]","static/59/rc_vocab_59_73.png","Quiz","Next",40,40,"static/59/rc_vocab_59_72.png","None"
40,"static/59/rc_vocab_59_73.png",1537569288,"[ ""static/73/rc_vocab_73_113.png"", ""static/46/rc_vocab_46_11.png"", ""static/59/rc_vocab_59_73.png"", ""static/43/rc_vocab_43_7.png"" ]","static/59/rc_vocab_59_73.png","Quiz","Submit",41,40,"static/59/rc_vocab_59_72.png",2
41,"None",1537569289,"[ ""static/26/rc_vocab_26_3.png"", ""static/72/rc_vocab_72_87.png"", ""static/59/rc_vocab_59_37.png"", ""static/38/rc_vocab_38_7.png"" ]","static/59/rc_vocab_59_37.png","Quiz","Next",41,41,"static/59/rc_vocab_59_36.png","None"
41,"static/59/rc_vocab_59_37.png",1537569306,"[ ""static/26/rc_vocab_26_3.png"", ""static/72/rc_vocab_72_87.png"", ""static/59/rc_vocab_59_37.png"", ""static/38/rc_vocab_38_7.png"" ]","static/59/rc_vocab_59_37.png","Quiz","Submit",42,41,"static/59/rc_vocab_59_36.png",2
42,"None",1537569308,"[ ""static/55/rc_vocab_55_41.png"", ""static/9/rc_vocab_9_61.png"", ""static/62/rc_vocab_62_1.png"", ""static/59/rc_vocab_59_95.png"" ]","static/59/rc_vocab_59_95.png","Quiz","Next",42,42,"static/59/rc_vocab_59_94.png","None"
42,"static/59/rc_vocab_59_95.png",1537569320,"[ ""static/55/rc_vocab_55_41.png"", ""static/9/rc_vocab_9_61.png"", ""static/62/rc_vocab_62_1.png"", ""static/59/rc_vocab_59_95.png"" ]","static/59/rc_vocab_59_95.png","Quiz","Submit",43,42,"static/59/rc_vocab_59_94.png",3
43,"None",1537569321,"[ ""static/14/rc_vocab_14_41.png"", ""static/14/rc_vocab_14_9.png"", ""static/48/rc_vocab_48_17.png"", ""static/59/rc_vocab_59_91.png"" ]","static/59/rc_vocab_59_91.png","Quiz","Next",43,43,"static/59/rc_vocab_59_90.png","None"
43,"static/59/rc_vocab_59_91.png",1537569329,"[ ""static/14/rc_vocab_14_41.png"", ""static/14/rc_vocab_14_9.png"", ""static/48/rc_vocab_48_17.png"", ""static/59/rc_vocab_59_91.png"" ]","static/59/rc_vocab_59_91.png","Quiz","Submit",44,43,"static/59/rc_vocab_59_90.png",3
44,"None",1537569331,"[ ""static/12/rc_vocab_12_1.png"", ""static/36/rc_vocab_36_9.png"", ""static/31/rc_vocab_31_5.png"", ""static/59/rc_vocab_59_83.png"" ]","static/59/rc_vocab_59_83.png","Quiz","Next",44,44,"static/59/rc_vocab_59_82.png","None"
44,"static/59/rc_vocab_59_83.png",1537569340,"[ ""static/12/rc_vocab_12_1.png"", ""static/36/rc_vocab_36_9.png"", ""static/31/rc_vocab_31_5.png"", ""static/59/rc_vocab_59_83.png"" ]","static/59/rc_vocab_59_83.png","Quiz","Submit",45,44,"static/59/rc_vocab_59_82.png",3
45,"None",1537569342,"[ ""static/65/rc_vocab_65_25.png"", ""static/59/rc_vocab_59_55.png"", ""static/74/rc_vocab_74_17.png"", ""static/48/rc_vocab_48_21.png"" ]","static/59/rc_vocab_59_55.png","Quiz","Next",45,45,"static/59/rc_vocab_59_54.png","None"
45,"static/59/rc_vocab_59_55.png",1537569362,"[ ""static/65/rc_vocab_65_25.png"", ""static/59/rc_vocab_59_55.png"", ""static/74/rc_vocab_74_17.png"", ""static/48/rc_vocab_48_21.png"" ]","static/59/rc_vocab_59_55.png","Quiz","Submit",46,45,"static/59/rc_vocab_59_54.png",1
46,"None",1537569363,"[ ""static/59/rc_vocab_59_81.png"", ""static/19/rc_vocab_19_29.png"", ""static/41/rc_vocab_41_1.png"", ""static/53/rc_vocab_53_13.png"" ]","static/59/rc_vocab_59_81.png","Quiz","Next",46,46,"static/59/rc_vocab_59_80.png","None"
46,"static/59/rc_vocab_59_81.png",1537569368,"[ ""static/59/rc_vocab_59_81.png"", ""static/19/rc_vocab_19_29.png"", ""static/41/rc_vocab_41_1.png"", ""static/53/rc_vocab_53_13.png"" ]","static/59/rc_vocab_59_81.png","Quiz","Submit",47,46,"static/59/rc_vocab_59_80.png",0
47,"None",1537569368,"[ ""static/59/rc_vocab_59_53.png"", ""static/63/rc_vocab_63_43.png"", ""static/26/rc_vocab_26_33.png"", ""static/49/rc_vocab_49_49.png"" ]","static/59/rc_vocab_59_53.png","Quiz","Next",47,47,"static/59/rc_vocab_59_52.png","None"
47,"static/59/rc_vocab_59_53.png",1537569372,"[ ""static/59/rc_vocab_59_53.png"", ""static/63/rc_vocab_63_43.png"", ""static/26/rc_vocab_26_33.png"", ""static/49/rc_vocab_49_49.png"" ]","static/59/rc_vocab_59_53.png","Quiz","Submit",48,47,"static/59/rc_vocab_59_52.png",0
48,"None",1537569373,"[ ""static/56/rc_vocab_56_21.png"", ""static/14/rc_vocab_14_49.png"", ""static/54/rc_vocab_54_11.png"", ""static/59/rc_vocab_59_1.png"" ]","static/59/rc_vocab_59_1.png","Quiz","Next",48,48,"static/59/rc_vocab_59_0.png","None"
48,"static/59/rc_vocab_59_1.png",1537569379,"[ ""static/56/rc_vocab_56_21.png"", ""static/14/rc_vocab_14_49.png"", ""static/54/rc_vocab_54_11.png"", ""static/59/rc_vocab_59_1.png"" ]","static/59/rc_vocab_59_1.png","Quiz","Submit",49,48,"static/59/rc_vocab_59_0.png",3
49,"None",1537569380,"[ ""static/59/rc_vocab_59_49.png"", ""static/74/rc_vocab_74_67.png"", ""static/32/rc_vocab_32_19.png"", ""static/54/rc_vocab_54_39.png"" ]","static/59/rc_vocab_59_49.png","Quiz","Next",49,49,"static/59/rc_vocab_59_48.png","None"
50,"static/59/rc_vocab_59_49.png",1537569385,"[ ""static/59/rc_vocab_59_49.png"", ""static/74/rc_vocab_74_67.png"", ""static/32/rc_vocab_32_19.png"", ""static/54/rc_vocab_54_39.png"" ]","static/59/rc_vocab_59_49.png","Quiz","Submit",50,49,"static/59/rc_vocab_59_48.png",0
50,"None",1537569401,"[ ""static/59/rc_vocab_59_49.png"", ""static/74/rc_vocab_74_67.png"", ""static/32/rc_vocab_32_19.png"", ""static/54/rc_vocab_54_39.png"" ]","static/59/rc_vocab_59_49.png","Quiz","Main Menu",50,49,"static/59/rc_vocab_59_48.png","None"
0,"static/60/rc_vocab_60_89.png",1537907882,"[ ""static/21/rc_vocab_21_13.png"", ""static/39/rc_vocab_39_5.png"", ""static/60/rc_vocab_60_89.png"", ""static/38/rc_vocab_38_37.png"" ]","static/60/rc_vocab_60_89.png","Quiz","Submit",1,0,"static/60/rc_vocab_60_88.png",2
1,"None",1537907883,"[ ""static/50/rc_vocab_50_45.png"", ""static/25/rc_vocab_25_7.png"", ""static/55/rc_vocab_55_19.png"", ""static/60/rc_vocab_60_55.png"" ]","static/60/rc_vocab_60_55.png","Quiz","Next",1,1,"static/60/rc_vocab_60_54.png","None"
1,"static/60/rc_vocab_60_55.png",1537907890,"[ ""static/50/rc_vocab_50_45.png"", ""static/25/rc_vocab_25_7.png"", ""static/55/rc_vocab_55_19.png"", ""static/60/rc_vocab_60_55.png"" ]","static/60/rc_vocab_60_55.png","Quiz","Submit",2,1,"static/60/rc_vocab_60_54.png",3
